name,printings,rarity
Sheoldred // The True Scriptures,"MOM, PMOM",mythic
Tenured Oilcaster,MOM,common
Traumatic Revelation,MOM,common
Unseal the Necropolis,"MOM, PLST",common
Vanquish the Weak,"MOM, XLN, ZNR",common
Akki Scrapchomper,MOM,common
Beamtown Beatstick,MOM,common
Bloodfeather Phoenix,"MOM, PMOM",rare
Burning Sun's Fury,MOM,common
"Chandra, Hope's Beacon","MOM, PMOM",mythic
City on Fire,"MOM, PMOM, SLD",rare
Coming In Hot,MOM,common
"Etali, Primal Conqueror // Etali, Primal Sickness","MOM, PMOM",rare
Fearless Skald,"MOM, PLST",uncommon
Furnace Gremlin,MOM,uncommon
Furnace Host Charger,MOM,common
Furnace Reins,MOM,uncommon
Hangar Scrounger,MOM,common
Harried Artisan // Phyrexian Skyflayer,MOM,uncommon
Into the Fire,"MOM, PMOM",rare
Invasion of Kaldheim // Pyre of the World Tree,"MOM, PMOM",rare
Invasion of Karsus // Refraction Elemental,"MOM, PMOM",rare
Invasion of Mercadia // Kyren Flamewright,MOM,uncommon
Invasion of Regatha // Disciples of the Inferno,MOM,uncommon
Invasion of Tarkir // Defiant Thundermaw,"MOM, PMOM",mythic
Karsus Depthguard,MOM,common
Khenra Spellspear // Gitaxian Spellstalker,MOM,uncommon
Lithomantic Barrage,MOM,uncommon
Marauding Dreadship,MOM,common
Mirran Banesplitter,MOM,common
Nahiri's Warcrafting,"MOM, PMOM",rare
Onakke Javelineer,MOM,common
Pyretic Prankster // Glistening Goremonger,MOM,common
Ral's Reinforcements,MOM,common
Ramosian Greatsword,MOM,uncommon
Rampaging Raptor,"MOM, PMOM",rare
Redcap Heelslasher,MOM,common
Scrappy Bruiser,MOM,uncommon
Searing Barb,MOM,common
Shatter the Source,MOM,common
Shivan Branch-Burner,MOM,uncommon
Thrashing Frontliner,MOM,common
Trailblazing Historian,MOM,common
Urabrask // The Great Work,"MOM, PMOM",mythic
Volcanic Spite,"MOM, PLST",common
Voldaren Thrillseeker,"MOM, PMOM",rare
War-Trained Slasher,MOM,common
Wrenn's Resolve,"MOM, PLST",common
Ancient Imperiosaur,"MOM, PMOM",rare
Arachnoid Adaptation,MOM,common
Atraxa's Fall,"MOM, PLST",common
Blighted Burgeoning,MOM,common
Bonded Herdbeast // Plated Kilnbeast,MOM,common
Chomping Kavu,MOM,common
Converter Beast,MOM,common
Copper Host Crusher,MOM,uncommon
Cosmic Hunger,MOM,common
Crystal Carapace,MOM,common
Deeproot Wayfinder,"MOM, PMOM",rare
Doomskar Warrior,"MOM, PMOM",rare
Fertilid's Favor,MOM,common
Glistening Dawn,"MOM, PMOM",rare
Gnottvold Hermit // Chrome Host Hulk,MOM,uncommon
Herbology Instructor // Malady Invoker,MOM,uncommon
"Invasion of Ikoria // Zilortha, Apex of Ikoria","MOM, PMOM",rare
Invasion of Ixalan // Belligerent Regisaur,"MOM, PMOM",rare
Invasion of Muraganda // Primordial Plasm,MOM,uncommon
Invasion of Shandalar // Leyline Surge,"MOM, PMOM",mythic
Invasion of Zendikar // Awakened Skyclave,MOM,uncommon
Iridescent Blademaster,"MOM, PLST",common
Kami of Whispered Hopes,MOM,uncommon
Overgrown Pest,MOM,common
"Ozolith, the Shattered Spire","MOM, PMOM",rare
Placid Rottentail,MOM,common
"Polukranos Reborn // Polukranos, Engine of Ruin","MOM, PMOM",rare
Portent Tracker,MOM,common
Ravenous Sailback,MOM,uncommon
Sandstalker Moloch,MOM,uncommon
Seed of Hope,MOM,common
Serpent-Blade Assailant,MOM,common
Storm the Seedcore,"MOM, PLST",uncommon
Streetwise Negotiator,"MOM, PLST",uncommon
Tandem Takedown,MOM,uncommon
Tangled Skyline,MOM,uncommon
Timberland Ancient,"MOM, PLST",common
Tribute to the World Tree,"MOM, PMOM",rare
Vengeant Earth,MOM,common
Vorinclex // The Grand Evolution,"MOM, PMOM",mythic
War Historian,MOM,common
Wildwood Escort,MOM,common
Wrenn and Realmbreaker,"MOM, PMOM",mythic
Baral and Kari Zev,"MOM, PMOM, TDC",rare
Borborygmos and Fblthp,"MOM, PMOM",mythic
Botanical Brawler,MOM,uncommon
Djeru and Hazoret,"MOM, PMOM",rare
Drana and Linvala,"MOM, PMOM",rare
Elvish Vatkeeper,MOM,uncommon
Errant and Giada,"MOM, PMOM",rare
Ghalta and Mavren,"MOM, PMOM",rare
"Glissa, Herald of Predation","MOM, PMOM",rare
Halo Forager,"MOM, WOC",uncommon
Hidetsugu and Kairi,"MOM, PMOM",rare
Inga and Esika,"MOM, PMOM",rare
Invasion of Alara // Awaken the Maelstrom,"MOM, PMOM",rare
Invasion of Amonkhet // Lazotep Convert,MOM,uncommon
Invasion of Azgol // Ashen Reaper,MOM,uncommon
Invasion of Ergamon // Truga Cliffcharger,MOM,uncommon
"Invasion of Kaladesh // Aetherwing, Golden-Scale Flagship",MOM,uncommon
Invasion of Kylem // Valor's Reach Tag Team,MOM,uncommon
Invasion of Lorwyn // Winnowing Forces,MOM,uncommon
Invasion of Moag // Bloomwielder Dryads,MOM,uncommon
Invasion of New Capenna // Holy Frazzle-Cannon,MOM,uncommon
Invasion of New Phyrexia // Teferi Akosa of Zhalfir,"MOM, PMOM",mythic
Invasion of Pyrulea // Gargantuan Slabhorn,MOM,uncommon
Invasion of Tolvada // The Broken Sky,"MOM, PMOM",rare
Invasion of Xerex // Vertex Paladin,MOM,uncommon
Joyful Stormsculptor,MOM,uncommon
Kogla and Yidaro,"MOM, PMOM",rare
Kroxa and Kunoros,"MOM, PMOM",mythic
Marshal of Zhalfir,MOM,uncommon
Mirror-Shield Hoplite,MOM,uncommon
Mutagen Connoisseur,MOM,uncommon
"Omnath, Locus of All","MOM, PMOM",rare
"Quintorius, Loremaster","MOM, PMOM",rare
Rampaging Geoderm,MOM,uncommon
Rankle and Torbran,"MOM, PMOM",rare
Sculpted Perfection,MOM,uncommon
Stormclaw Rager,MOM,uncommon
Thalia and The Gitrog Monster,"MOM, PMOM, SCH",mythic
Yargle and Multani,"MOM, PMOM, SLD",rare
Zimone and Dina,"MOM, PMOM",mythic
Zurgo and Ojutai,"MOM, PMOM",mythic
Flywheel Racer,MOM,common
Halo Hopper,MOM,common
Phyrexian Archivist,MOM,common
"Realmbreaker, the Invasion Tree","MOM, PLST, PMOM",rare
Sword of Once and Future,"MOM, PMOM",mythic
Urn of Godfire,MOM,common
Essence of Orthodoxy,MOM,rare
Phyrexian Pegasus,MOM,common
Seedpod Caretaker,MOM,uncommon
Interdisciplinary Mascot,MOM,rare
Referee Squad,"MOM, PLST",uncommon
Zephyr Winder,"MOM, PIO",common
Injector Crocodile,"MOM, PLST",common
Seer of Stolen Sight,MOM,uncommon
Terror of Towashi,MOM,rare
Axgard Artisan,MOM,uncommon
Cragsmasher Yeti,"MOM, PLST",common
"Orthion, Hero of Lavabrink",MOM,rare
Ruins Recluse,MOM,uncommon
Surrak and Goreclaw,MOM,rare
Idyllic Tutor,"MOR, PRM, PTHB, SLD, THB",rare
"Daxos, Blessed by the Sun","MUL, PLST, PMEI, PRM, THB",uncommon
"Tymaret, Chosen from Death","MUL, PLST, PRM, THB",uncommon
"Renata, Called to the Hunt","MUL, PLST, PRM, THB",uncommon
"Atris, Oracle of Half-Truths","MUL, PRM, PTHB, THB",rare
"Dina, Soul Steeper","MUL, PLST, STX",uncommon
"Kroxa, Titan of Death's Hunger","MUL, PRM, PTHB, SLD, THB",mythic
Niv-Mizzet Reborn,"MUL, PLST, PWAR, RVR, WAR",mythic
Luminarch Aspirant,"NCC, PRM, PZNR, ZNR",rare
Skyclave Shade,"NCC, PLST, PRM, PZNR, ZNR",rare
Rekindling Phoenix,"NCC, PRIX, RIX",mythic
Treeshaker Chimera,"NCC, PLST, THB",rare
"Roalesk, Apex Hybrid","NCC, PWAR, WAR",mythic
Parhelion II,"NEC, PWAR, SLD, WAR",rare
Ox of Agonas,"NEC, PL21, PRM, PTHB, THB",mythic
Vastwood Surge,"NEC, PLST, ZNR",uncommon
Ancestral Katana,NEO,common
A-Ancestral Katana,NEO,common
"Ao, the Dawn Sky","NEO, PNEO, PRM",mythic
Banishing Slash,"NEO, PLST, PWCS",uncommon
Befriending the Moths // Imperial Moth,NEO,common
Blade-Blizzard Kitsune,NEO,uncommon
Born to Drive,NEO,uncommon
Brilliant Restoration,"NEO, PNEO, PRM",rare
Cloudsteel Kirin,"NEO, PNEO, PRM",rare
Dragonfly Suit,NEO,common
Eiganjo Exemplar,NEO,common
A-Eiganjo Exemplar,NEO,common
Era of Enlightenment // Hand of Enlightenment,NEO,common
The Fall of Lord Konda // Fragment of Konda,NEO,uncommon
Go-Shintai of Shared Purpose,NEO,uncommon
Imperial Oath,"NEO, PLST",common
Imperial Subduer,NEO,common
A-Imperial Subduer,NEO,common
Intercessor's Arrest,NEO,common
Invoke Justice,"NEO, PNEO, PRM",rare
"Kyodai, Soul of Kamigawa","NEO, PNEO, PRM",rare
"Light-Paws, Emperor's Voice","NEO, PNEO, PRM, SLD",rare
Lion Sash,"NEO, PLST, PNEO, PRM",rare
Lucky Offering,NEO,common
March of Otherworldly Light,"NEO, PNEO, PRM",rare
Michiko's Reign of Truth // Portrait of Michiko,NEO,uncommon
Mothrider Patrol,NEO,common
"Norika Yamazaki, the Poet",NEO,uncommon
Regent's Authority,NEO,common
Repel the Vile,NEO,common
The Restoration of Eiganjo // Architect of Restoration,"NEO, PNEO, PRM",rare
Selfless Samurai,NEO,uncommon
Seven-Tail Mentor,NEO,common
Sky-Blessed Samurai,NEO,uncommon
Wanderer's Intervention,NEO,common
The Wandering Emperor,"NEO, PNEO, PRM, PWCS",mythic
When We Were Young,NEO,uncommon
Acquisition Octopus,"NEO, PLST",uncommon
Anchor to Reality,NEO,uncommon
Armguard Familiar,NEO,common
Awakened Awareness,NEO,uncommon
Behold the Unspeakable // Vision of the Unspeakable,NEO,uncommon
Covert Technician,NEO,uncommon
Discover the Impossible,NEO,uncommon
Disruption Protocol,NEO,common
Essence Capture,"NEO, OTP, RNA",uncommon
Futurist Operative,NEO,uncommon
A-Futurist Operative,NEO,uncommon
Futurist Sentinel,NEO,common
Go-Shintai of Lost Wisdom,NEO,uncommon
Guardians of Oboro,NEO,common
Inventive Iteration // Living Breakthrough,"NEO, PNEO, PRM",rare
Invoke the Winds,"NEO, PNEO, PRM",rare
"Jin-Gitaxias, Progress Tyrant","NEO, PNEO, PRM",mythic
"Kairi, the Swirling Sky","NEO, PNEO, PRM",mythic
March of Swirling Mist,"NEO, PNEO, PRM",rare
Mindlink Mech,"NEO, PNEO, PRM",rare
Mirrorshell Crab,NEO,common
Mobilizer Mech,NEO,uncommon
The Modern Age // Vector Glider,NEO,common
A-Moon-Circuit Hacker,NEO,common
Moonsnare Prototype,NEO,common
Planar Incision,NEO,common
A-Prosperous Thief,NEO,uncommon
The Reality Chip,"NEO, PNEO, PRM",rare
Reality Heist,NEO,uncommon
Replication Specialist,NEO,uncommon
Saiba Trespassers,NEO,common
Short Circuit,NEO,common
Skyswimmer Koi,NEO,common
Suit Up,"NEO, PLST",common
"Tameshi, Reality Architect","NEO, PNEO, PRM",rare
Tamiyo's Compleation,NEO,common
Thousand-Faced Shadow,"NEO, PNEO, PRM",rare
A-Thousand-Faced Shadow,NEO,rare
Assassin's Ink,NEO,uncommon
Biting-Palm Ninja,"NEO, PNEO, PRM",rare
Blade of the Oni,"NEO, PNEO, PRM",mythic
Chainflail Centipede,NEO,common
Clawing Torment,NEO,common
Debt to the Kami,NEO,common
Dockside Chef,"NEO, PLST, SLD",uncommon
Dokuchi Shadow-Walker,NEO,common
Dokuchi Silencer,NEO,uncommon
A-Dokuchi Silencer,NEO,uncommon
Enormous Energy Blade,NEO,uncommon
Go-Shintai of Hidden Cruelty,NEO,uncommon
Gravelighter,NEO,uncommon
"Hidetsugu, Devouring Chaos","NEO, PNEO, PRM",rare
Inkrise Infiltrator,"NEO, PLST",common
Invoke Despair,"NEO, PNEO, PRM",rare
Kaito's Pursuit,NEO,common
Kami of Restless Shadows,NEO,common
Kami of Terrible Secrets,NEO,common
Leech Gauntlet,NEO,uncommon
Lethal Exploit,NEO,common
Life of Toshiro Umezawa // Memory of Toshiro,NEO,uncommon
The Long Reach of Night // Animus of Night's Reach,NEO,uncommon
Malicious Malfunction,NEO,uncommon
March of Wretched Sorrow,"NEO, PNEO, PRM",rare
Mukotai Ambusher,NEO,common
Mukotai Soulripper,"NEO, PNEO, PRM",rare
"Nashi, Moon Sage's Scion","NEO, OTC, PLST, PNEO, PRM, SLC",mythic
"A-Nashi, Moon Sage's Scion",NEO,mythic
Nezumi Bladeblesser,NEO,common
Nezumi Prowler,"NEO, PLST",uncommon
A-Nezumi Prowler,NEO,uncommon
Okiba Reckoner Raid // Nezumi Road Captain,NEO,common
Okiba Salvage,NEO,uncommon
Reckoner Shakedown,NEO,common
Reckoner's Bargain,"NEO, PLST",common
Return to Action,NEO,common
Soul Transfer,"NEO, PNEO, PRM",rare
"Tatsunari, Toad Rider","NEO, PNEO, PRM",rare
Tribute to Horobi // Echo of Death's Wail,"NEO, PNEO, PRM, SLP",rare
Twisted Embrace,NEO,common
Unforgiving One,NEO,uncommon
You Are Already Dead,"NEO, PLST",common
Akki Ember-Keeper,NEO,common
Akki Ronin,NEO,common
A-Akki Ronin,NEO,common
Akki War Paint,NEO,common
Ambitious Assault,NEO,common
"Atsushi, the Blazing Sky","NEO, PNEO, PRM, PW22, TDC",mythic
Bronzeplate Boar,"NEO, PLST",uncommon
Crackling Emergence,NEO,common
Dragonspark Reactor,NEO,uncommon
Experimental Synthesizer,"NEO, PLST",common
Explosive Entry,NEO,common
Explosive Singularity,"NEO, PNEO, PRM",mythic
Fable of the Mirror-Breaker // Reflection of Kiki-Jiki,"NEO, PNEO, PRM",rare
Flame Discharge,NEO,uncommon
Gift of Wrath,NEO,common
Go-Shintai of Ancient Wars,NEO,uncommon
"Goro-Goro, Disciple of Ryusei","NEO, PNEO, PRM",rare
"Heiko Yamazaki, the General",NEO,uncommon
Invoke Calamity,"NEO, PNEO, PRM",rare
Ironhoof Boar,NEO,common
Kami of Industry,NEO,common
Kami's Flare,NEO,common
Kumano Faces Kakkazan // Etching of Kumano,NEO,uncommon
Lizard Blades,"NEO, PNEO, PRM",rare
March of Reckless Joy,"NEO, PNEO, PRM",rare
Ogre-Head Helm,"NEO, PNEO, PRM",rare
Peerless Samurai,NEO,common
A-Peerless Samurai,NEO,common
Rabbit Battery,"NEO, PL23, PLST",uncommon
Reinforced Ronin,NEO,uncommon
Scrap Welder,"NEO, PNEO, PRM",rare
Scrapyard Steelbreaker,NEO,common
Seismic Wave,NEO,uncommon
The Shattered States Era // Nameless Conqueror,NEO,common
Simian Sling,NEO,common
Tempered in Solitude,NEO,uncommon
Thundering Raiju,"NEO, PNEO, PRM",rare
Towashi Songshaper,NEO,common
Twinshot Sniper,NEO,uncommon
Upriser Renegade,NEO,uncommon
Voltage Surge,NEO,common
Azusa's Many Journeys // Likeness of the Seeker,NEO,uncommon
Bamboo Grove Archer,NEO,common
Bearer of Memory,NEO,common
Blossom Prancer,"NEO, PLST",uncommon
Boon of Boseiju,NEO,uncommon
Boseiju Reaches Skyward // Branch of Boseiju,NEO,uncommon
Careful Cultivation,"NEO, WOC",common
Coiling Stalker,NEO,common
Commune with Spirits,NEO,common
The Dragon-Kami Reborn // Dragon-Kami's Egg,"NEO, PNEO, PRM",rare
Fang of Shigeki,NEO,common
Favor of Jukai,NEO,common
Generous Visitor,NEO,uncommon
Geothermal Kami,NEO,common
Go-Shintai of Boundless Vigor,NEO,uncommon
Grafted Growth,NEO,common
Harmonious Emergence,NEO,common
Historian's Wisdom,NEO,uncommon
Invoke the Ancients,"NEO, PNEO, PRM",rare
Jugan Defends the Temple // Remnant of the Rising Star,"NEO, PNEO, PRM",mythic
Jukai Preserver,NEO,common
Jukai Trainee,NEO,common
Kami of Transience,"NEO, PNEO, PRM",rare
Kappa Tech-Wrecker,"NEO, PLST",uncommon
"Kura, the Boundless Sky","NEO, PNEO, PRM",mythic
March of Burgeoning Life,"NEO, PNEO, PRM",rare
Roaring Earth,NEO,uncommon
Season of Renewal,NEO,common
Spinning Wheel Kick,NEO,uncommon
Spring-Leaf Avenger,"NEO, PNEO, PRM",rare
Storyweave,NEO,uncommon
Tales of Master Seshiro // Seshiro's Living Legacy,NEO,common
Tamiyo's Safekeeping,NEO,common
Teachings of the Kirin // Kirin-Touched Orochi,"NEO, PNEO, PRM",rare
Weaver of Harmony,"NEO, PNEO, PRM",rare
Webspinner Cuff,NEO,uncommon
Asari Captain,NEO,uncommon
A-Asari Captain,NEO,uncommon
Colossal Skyturtle,NEO,uncommon
Eiganjo Uprising,"NEO, PNEO, PRM",rare
Enthusiastic Mechanaut,NEO,uncommon
Gloomshrieker,NEO,uncommon
"Greasefang, Okiba Boss","NEO, PNEO, PRM, SLD",rare
Hidetsugu Consumes All // Vessel of the All-Consuming,"NEO, PNEO, PRM",mythic
"Hinata, Dawn-Crowned","NEO, PNEO, PRM",rare
Invigorating Hot Spring,NEO,uncommon
"Isshin, Two Heavens as One","NEO, PNEO, PRM",rare
Kaito Shizuki,"NEO, PLST, PNEO, PRM",mythic
The Kami War // O-Kagachi Made Manifest,"NEO, PNEO, PRM",mythic
"Kotose, the Silent Spider","NEO, PNEO, PRM",rare
"Naomi, Pillar of Order",NEO,uncommon
Prodigy's Prototype,NEO,uncommon
"Raiyuu, Storm's Edge","NEO, PNEO, PRM",rare
"A-Raiyuu, Storm's Edge",NEO,rare
"Risona, Asari Commander","NEO, PNEO, PRM",rare
Satoru Umezawa,"NEO, PNEO, PRM",rare
A-Satoru Umezawa,NEO,rare
"Satsuki, the Living Lore","NEO, PNEO, PRM",rare
Silver-Fur Master,NEO,uncommon
A-Silver-Fur Master,NEO,uncommon
"Tamiyo, Compleated Sage","NEO, PNEO, PRM",mythic
Automated Artificer,NEO,common
Bronze Cudgels,NEO,uncommon
Brute Suit,NEO,common
A-Circuit Mender,NEO,uncommon
Containment Construct,"NEO, PLST",uncommon
Dramatist's Puppet,NEO,common
Eater of Virtue,"NEO, PNEO, PRM",rare
Ecologist's Terrarium,NEO,common
High-Speed Hoverbike,NEO,uncommon
Iron Apprentice,NEO,common
Mechtitan Core,"NEO, PNEO, PRM, SLD",rare
Mirror Box,"NEO, PNEO, PRM",rare
Network Terminal,NEO,common
Ninja's Kunai,NEO,common
Papercraft Decoy,NEO,common
Reckoner Bankbuster,"NEO, PNEO, PRM, SLD",rare
Reito Sentinel,NEO,uncommon
Runaway Trash-Bot,NEO,uncommon
Searchlight Companion,NEO,common
Shrine Steward,NEO,common
Surgehacker Mech,"NEO, PNEO, PRM",rare
Thundersteel Colossus,NEO,common
Towashi Guide-Bot,NEO,uncommon
Walking Skyscraper,NEO,uncommon
"Boseiju, Who Endures","NEO, PNEO, PRM",rare
"Eiganjo, Seat of the Empire","NEO, PNEO, PRM",rare
Mech Hangar,NEO,uncommon
"Otawara, Soaring City","NEO, PNEO, PRM",rare
Roadside Reliquary,"NEO, PIP",uncommon
"Sokenzan, Crucible of Defiance","NEO, PNEO, PRM",rare
"Takenuma, Abandoned Mire","NEO, PNEO, PRM",rare
Call the Gatewatch,"OGW, PIO, POGW",rare
"Linvala, the Preserver","OGW, PIO, POGW",mythic
Void Shatter,"OGW, PIO",uncommon
Crush of Tentacles,"OGW, PIO, POGW",mythic
Boulder Salvo,"OGW, PIO, PLST",common
Oath of Chandra,"OGW, PIO, POGW",rare
Pyromancer's Assault,"OGW, PIO",uncommon
Reckless Bushwhacker,"OGW, PIO, PLST",uncommon
Natural State,"OGW, PIO",common
Oath of Nissa,"OGW, PIO, PLST, POGW",rare
Seed Guardian,"OGW, PIO",uncommon
Stormchaser Mage,"OGW, PIO",uncommon
Strider Harness,"OGW, RIX, SOM",uncommon
Hissing Quagmire,"OGW, PIO, POGW",rare
Unknown Shores,"OGW, THB, THS, XLN",common
Rip Apart,"ONC, PRM, SLD, STX",uncommon
Against All Odds,"ONE, PLST",uncommon
Annex Sentry,"ONE, SCH",uncommon
Apostle of Invasion,ONE,uncommon
Basilica Shepherd,ONE,common
Bladed Ambassador,ONE,uncommon
Charge of the Mites,ONE,common
Compleat Devotion,ONE,common
Crawling Chorus,ONE,common
Duelist of Deep Faith,ONE,common
"Elesh Norn, Mother of Machines","ONE, PONE",mythic
The Eternal Wanderer,"ONE, PLST, PONE",rare
Flensing Raptor,ONE,common
Goldwarden's Helm,ONE,common
Incisor Glider,ONE,common
Indoctrination Attendant,ONE,common
Infested Fleshcutter,ONE,uncommon
Jawbone Duelist,ONE,uncommon
"Kemba, Kha Enduring","ONE, PONE",rare
Leonin Lightbringer,ONE,common
Mandible Justiciar,ONE,common
"Mondrak, Glory Dominus","ONE, PONE",mythic
Norn's Wellspring,"ONE, PONE",rare
Orthodoxy Enforcer,ONE,common
Ossification,"ONE, PCBB, PLST",uncommon
Phyrexian Vindicator,"ONE, PONE",mythic
Planar Disruption,"ONE, PLST",common
Plated Onslaught,ONE,uncommon
Porcelain Zealot,ONE,uncommon
Sinew Dancer,ONE,common
"Skrelv, Defector Mite","ONE, PONE, SLD",rare
Skrelv's Hive,"ONE, PONE",rare
Swooping Lookout,ONE,uncommon
Vanish into Eternity,"ONE, PLST",common
Veil of Assimilation,ONE,uncommon
White Sun's Twilight,"ONE, PONE",rare
Zealot's Conviction,ONE,common
Aspirant's Ascent,ONE,common
Atmosphere Surgeon,ONE,uncommon
Blade of Shared Souls,"ONE, PONE",rare
Blue Sun's Twilight,"ONE, PONE",rare
Bring the Ending,ONE,common
Distorted Curiosity,ONE,uncommon
Encroaching Mycosynth,"ONE, PONE",rare
Escaped Experiment,ONE,common
Experimental Augury,"ONE, PLST",common
Eye of Malcator,ONE,common
Font of Progress,ONE,uncommon
Gitaxian Anatomist,ONE,common
Gitaxian Raptor,ONE,common
Glistener Seer,ONE,common
Ichor Synthesizer,ONE,common
Ichormoon Gauntlet,"ONE, PONE",mythic
"Jace, the Perfected Mind","ONE, PONE",mythic
Meldweb Curator,ONE,common
Meldweb Strider,ONE,common
Mercurial Spelldancer,"ONE, PONE",rare
Mesmerizing Dose,ONE,common
Mindsplice Apparatus,"ONE, PONE",rare
Minor Misstep,ONE,uncommon
Prologue to Phyresis,ONE,common
Quicksilver Fisher,"ONE, PLST",common
Reject Imperfection,ONE,uncommon
Serum Snare,ONE,uncommon
Tamiyo's Immobilizer,ONE,uncommon
Tamiyo's Logbook,ONE,uncommon
"Tekuthal, Inquiry Dominus","ONE, PONE",mythic
Transplant Theorist,ONE,uncommon
Trawler Drake,ONE,uncommon
"Unctus, Grand Metatect","ONE, PONE",rare
Unctus's Retrofitter,ONE,uncommon
Vivisurgeon's Insight,ONE,common
Watchful Blisterzoa,ONE,uncommon
Ambulatory Edifice,ONE,uncommon
Annihilating Glare,ONE,common
Anoint with Affliction,ONE,common
Archfiend of the Dross,"ONE, PONE",rare
Bilious Skulldweller,ONE,uncommon
Black Sun's Twilight,"ONE, PONE",rare
Blightbelly Rat,ONE,common
Bonepicker Skirge,ONE,common
Chittering Skitterling,ONE,uncommon
Cruel Grimnarch,ONE,common
Cutthroat Centurion,ONE,common
"Drivnod, Carnage Dominus","ONE, PONE",mythic
Drown in Ichor,ONE,uncommon
Feed the Infection,ONE,uncommon
Fleshless Gladiator,ONE,common
"Geth, Thane of Contracts","ONE, PONE",rare
Gulping Scraptrap,ONE,common
Infectious Inquiry,ONE,common
"Karumonix, the Rat King","ONE, PONE",rare
Necrogen Communion,ONE,uncommon
Necrosquito,ONE,uncommon
Nimraiser Paladin,ONE,uncommon
Pestilent Syphoner,ONE,common
Ravenous Necrotitan,ONE,uncommon
Scheming Aspirant,ONE,uncommon
Sheoldred's Edict,"ONE, PLG24, PLST",uncommon
Sheoldred's Headcleaver,ONE,common
Stinging Hivemaster,ONE,common
Testament Bearer,ONE,common
Vat Emergence,ONE,uncommon
Vat of Rebirth,ONE,uncommon
"Vraan, Executioner Thane","ONE, PLST, PONE",rare
"Vraska, Betrayal's Sting","ONE, PONE",mythic
Vraska's Fall,ONE,common
Whisper of the Dross,ONE,common
All Will Be One,"ONE, PONE, SLD",mythic
Awaken the Sleeper,ONE,uncommon
Axiom Engraver,ONE,common
Barbed Batterfist,"ONE, PLST",common
Bladegraft Aspirant,ONE,common
Blazing Crescendo,"ONE, PLST",common
Cacophony Scamp,ONE,uncommon
Capricious Hellraiser,"ONE, PONE",mythic
Chimney Rabble,ONE,common
Churning Reservoir,ONE,uncommon
Dragonwing Glider,"ONE, PONE",rare
Exuberant Fuseling,"ONE, PLST",uncommon
Forgehammer Centurion,ONE,common
Free from Flesh,ONE,common
Furnace Punisher,"ONE, PLST",uncommon
Furnace Strider,ONE,common
Gleeful Demolition,"ONE, SCH",uncommon
Hazardous Blast,ONE,common
Hexgold Halberd,ONE,uncommon
Hexgold Slash,ONE,common
"Koth, Fire of Resistance","ONE, PONE, SCH",rare
Kuldotha Cackler,ONE,common
Magmatic Sprinter,ONE,uncommon
Molten Rebuke,ONE,common
Nahiri's Sacrifice,ONE,uncommon
Oxidda Finisher,ONE,uncommon
Rebel Salvo,ONE,uncommon
Red Sun's Twilight,"ONE, PONE",rare
Sawblade Scamp,ONE,common
Shrapnel Slinger,ONE,common
"Slobad, Iron Goblin","ONE, PONE",rare
"Solphim, Mayhem Dominus","ONE, PONE",mythic
Urabrask's Anointer,ONE,uncommon
Urabrask's Forge,"ONE, PONE",rare
Vindictive Flamestoker,"ONE, PONE",rare
Vulshok Splitter,ONE,common
Adaptive Sporesinger,ONE,common
Armored Scrapgorger,ONE,uncommon
Bloated Contaminator,"ONE, PONE",rare
Branchblight Stalker,ONE,common
Cankerbloom,ONE,uncommon
Carnivorous Canopy,ONE,common
Conduit of Worlds,"ONE, PONE, TDC",rare
Contagious Vorrac,ONE,common
Copper Longlegs,ONE,common
Evolved Spinoderm,"ONE, PONE",rare
Evolving Adaptive,ONE,uncommon
Expand the Sphere,ONE,uncommon
Green Sun's Twilight,"ONE, PONE",rare
Ichorspit Basilisk,ONE,common
Incubation Sac,ONE,uncommon
Infectious Bite,ONE,uncommon
Lattice-Blade Mantis,ONE,common
Maze's Mantle,ONE,common
"Nissa, Ascended Animist","ONE, PONE",mythic
Noxious Assault,ONE,uncommon
Oil-Gorger Troll,ONE,common
Paladin of Predation,ONE,uncommon
Plague Nurse,ONE,common
Predation Steward,ONE,common
Rustvine Cultivator,ONE,common
Ruthless Predation,ONE,common
Skyscythe Engulfer,ONE,common
Sylvok Battle-Chair,ONE,uncommon
Thirsting Roots,ONE,common
"Thrun, Breaker of Silence","ONE, PONE",rare
Tyrranax Atrocity,ONE,common
Tyrranax Rex,"ONE, PONE",mythic
Tyvar's Stand,"ONE, PLST",uncommon
Unnatural Restoration,ONE,uncommon
Venerated Rotpriest,"ONE, PONE",rare
Venomous Brutalizer,ONE,uncommon
Viral Spawning,ONE,uncommon
"Zopandrel, Hunger Dominus","ONE, PONE",mythic
"Atraxa, Grand Unifier","ONE, PONE",mythic
Bladehold War-Whip,ONE,uncommon
Cephalopod Sentry,ONE,uncommon
Charforger,ONE,uncommon
Cinderslash Ravager,ONE,uncommon
"Ezuri, Stalker of Spheres","ONE, PONE",rare
Glissa Sunslayer,"ONE, PONE",rare
"Jor Kadeen, First Goldwarden","ONE, PONE",rare
"Kaito, Dancing Shadow","ONE, PONE",rare
"Kaya, Intangible Slayer","ONE, PONE",rare
"Kethek, Crucible Goliath","ONE, PONE",rare
"Lukka, Bound to Ruin","ONE, PONE",mythic
"Malcator, Purity Overseer","ONE, PONE",rare
"Melira, the Living Cure","ONE, PONE",rare
"Migloz, Maze Crusher","ONE, PONE",rare
